DataCode,RecType,RecYear,PlotID,Treatment,Spnum,Genus,Species,Abundance
PPL01,1,2002,24,N2P3,3,andropogon,scoparius,50
PPL01,1,2002,24,N2P3,33,carex,heliophila,7
PPL01,1,2002,24,N2P3,34,carex,meadii,1.5
PPL01,1,2002,24,N2P3,4,bouteloua,curtipendula,8.75
PPL01,1,2002,24,N2P3,46,ambrosia,psilostachya,6.5
PPL01,1,2002,24,N2P3,5,bouteloua,gracilis,0.5
PPL01,1,2002,24,N2P3,59,aster,oblongifolius,3
PPL01,1,2002,24,N2P3,92,linum,sulcatum,0.25
PPL01,1,2002,25,N1P0,106,dalea,candida,0.75
PPL01,1,2002,25,N1P0,11,eragrostis,spectabilis,0.5
PPL01,1,2002,25,N1P0,111,physalis,pumila,0.5
PPL01,1,2002,25,N1P0,12,koeleria,pyramidata,0.75
PPL01,1,2002,25,N1P0,123,senecio,plattensis,0.25
PPL01,1,2002,25,N1P0,128,solidago,missouriensis,3.75
PPL01,1,2002,25,N1P0,14,dichanthelium,oligosanthes,1.75
PPL01,1,2002,25,N1P0,17,poa,pratensis,10
PPL01,1,2002,25,N1P0,18,sorghastrum,nutans,13.75
PPL01,1,2002,25,N1P0,2,andropogon,gerardii,50
PPL01,1,2002,25,N1P0,3,andropogon,scoparius,23.75
PPL01,1,2002,25,N1P0,33,carex,heliophila,1
PPL01,1,2002,25,N1P0,34,carex,meadii,3.75
PPL01,1,2002,25,N1P0,4,bouteloua,curtipendula,2.5
PPL01,1,2002,25,N1P0,40,amorpha,canescens,0.25
PPL01,1,2002,25,N1P0,58,aster,ericoides,3.25
PPL01,1,2002,25,N1P0,86,kuhnia,eupatorioides,0.75
PPL01,1,2002,25,N1P0,92,linum,sulcatum,0.5
PPL01,1,2002,26,N2P2,106,dalea,candida,0.5
PPL01,1,2002,26,N2P2,111,physalis,pumila,0.75
PPL01,1,2002,26,N2P2,120,ruellia,humilis,1.75
PPL01,1,2002,26,N2P2,121,salvia,azurea,0.25
PPL01,1,2002,26,N2P2,128,solidago,missouriensis,1
PPL01,1,2002,26,N2P2,14,dichanthelium,oligosanthes,3.5
PPL01,1,2002,26,N2P2,17,poa,pratensis,3
PPL01,1,2002,26,N2P2,18,sorghastrum,nutans,27.5
PPL01,1,2002,26,N2P2,2,andropogon,gerardii,45
PPL01,1,2002,26,N2P2,21,sporobolus,asper,0.25
PPL01,1,2002,26,N2P2,3,andropogon,scoparius,17.5
PPL01,1,2002,26,N2P2,34,carex,meadii,2.5
PPL01,1,2002,26,N2P2,4,bouteloua,curtipendula,2.75
PPL01,1,2002,26,N2P2,40,amorpha,canescens,10
PPL01,1,2002,26,N2P2,54,asclepias,stenophylla,0.75
PPL01,1,2002,26,N2P2,58,aster,ericoides,2.75
PPL01,1,2002,26,N2P2,59,aster,oblongifolius,1.25
PPL01,1,2002,26,N2P2,92,linum,sulcatum,0.25
PPL01,1,2002,27,N1P0,111,physalis,pumila,0.75
PPL01,1,2002,27,N1P0,12,koeleria,pyramidata,0.5
PPL01,1,2002,27,N1P0,120,ruellia,humilis,0.25
PPL01,1,2002,27,N1P0,128,solidago,missouriensis,4
PPL01,1,2002,27,N1P0,14,dichanthelium,oligosanthes,5
PPL01,1,2002,27,N1P0,17,poa,pratensis,1
PPL01,1,2002,27,N1P0,18,sorghastrum,nutans,18
PPL01,1,2002,27,N1P0,2,andropogon,gerardii,41.25
PPL01,1,2002,27,N1P0,21,sporobolus,asper,0.75
PPL01,1,2002,27,N1P0,3,andropogon,scoparius,30
PPL01,1,2002,27,N1P0,33,carex,heliophila,2
PPL01,1,2002,27,N1P0,34,carex,meadii,2.25
PPL01,1,2002,27,N1P0,4,bouteloua,curtipendula,1.25
PPL01,1,2002,27,N1P0,40,amorpha,canescens,0.5
PPL01,1,2002,27,N1P0,46,ambrosia,psilostachya,0.5
PPL01,1,2002,27,N1P0,55,asclepias,verticillata,0.75
PPL01,1,2002,27,N1P0,58,aster,ericoides,2.75
PPL01,1,2002,27,N1P0,92,linum,sulcatum,0.25
PPL01,1,2002,28,N1P1,12,koeleria,pyramidata,0.5
PPL01,1,2002,28,N1P1,136,triodanis,leptocarpa,1
PPL01,1,2002,28,N1P1,14,dichanthelium,oligosanthes,2
PPL01,1,2002,28,N1P1,17,poa,pratensis,11.25
PPL01,1,2002,28,N1P1,18,sorghastrum,nutans,25.5
PPL01,1,2002,28,N1P1,2,andropogon,gerardii,31.25
PPL01,1,2002,28,N1P1,21,sporobolus,asper,2.5
PPL01,1,2002,28,N1P1,3,andropogon,scoparius,33.75
PPL01,1,2002,28,N1P1,33,carex,heliophila,5
PPL01,1,2002,28,N1P1,34,carex,meadii,1.25
PPL01,1,2002,28,N1P1,4,bouteloua,curtipendula,1.25
PPL01,1,2002,28,N1P1,40,amorpha,canescens,3.25
PPL01,1,2002,28,N1P1,55,asclepias,verticillata,0.25
PPL01,1,2002,28,N1P1,58,aster,ericoides,9
PPL01,1,2002,29,N2P0,106,dalea,candida,0.5
PPL01,1,2002,29,N2P0,109,dalea,purpurea,0.25
PPL01,1,2002,29,N2P0,12,koeleria,pyramidata,0.5
PPL01,1,2002,29,N2P0,128,solidago,missouriensis,1.25
PPL01,1,2002,29,N2P0,13,muhlenbergia,cuspidata,0.75
PPL01,1,2002,29,N2P0,14,dichanthelium,oligosanthes,2.75
PPL01,1,2002,29,N2P0,17,poa,pratensis,8.75
PPL01,1,2002,29,N2P0,18,sorghastrum,nutans,13.75
PPL01,1,2002,29,N2P0,2,andropogon,gerardii,56.25
PPL01,1,2002,29,N2P0,3,andropogon,scoparius,23
PPL01,1,2002,29,N2P0,33,carex,heliophila,5.5
PPL01,1,2002,29,N2P0,34,carex,meadii,1
PPL01,1,2002,29,N2P0,4,bouteloua,curtipendula,4
PPL01,1,2002,29,N2P0,40,amorpha,canescens,1.75
PPL01,1,2002,29,N2P0,46,ambrosia,psilostachya,1.25
PPL01,1,2002,29,N2P0,55,asclepias,verticillata,0.25
PPL01,1,2002,29,N2P0,58,aster,ericoides,5.75
PPL01,1,2002,29,N2P0,92,linum,sulcatum,0.5
PPL01,1,2002,30,N1P1,12,koeleria,pyramidata,0.75
PPL01,1,2002,30,N1P1,120,ruellia,humilis,0.75
PPL01,1,2002,30,N1P1,128,solidago,missouriensis,2
PPL01,1,2002,30,N1P1,17,poa,pratensis,7
PPL01,1,2002,30,N1P1,18,sorghastrum,nutans,13.75
PPL01,1,2002,30,N1P1,2,andropogon,gerardii,38.75
PPL01,1,2002,30,N1P1,21,sporobolus,asper,0.75
PPL01,1,2002,30,N1P1,216,euphorbia,serpens,0.25
PPL01,1,2002,30,N1P1,3,andropogon,scoparius,38.25
PPL01,1,2002,30,N1P1,33,carex,heliophila,2
PPL01,1,2002,30,N1P1,4,bouteloua,curtipendula,1.25
PPL01,1,2002,30,N1P1,46,ambrosia,psilostachya,3
PPL01,1,2002,30,N1P1,55,asclepias,verticillata,0.25
PPL01,1,2002,30,N1P1,58,aster,ericoides,4
PPL01,1,2002,30,N1P1,65,baptisia,australis,2.5
PPL01,1,2002,30,N1P1,92,linum,sulcatum,0.25
PPL01,1,2002,31,N2P1,106,dalea,candida,0.25
PPL01,1,2002,31,N2P1,120,ruellia,humilis,1.25
PPL01,1,2002,31,N2P1,125,sisyrinchium,campestre,0.25
PPL01,1,2002,31,N2P1,14,dichanthelium,oligosanthes,3
PPL01,1,2002,31,N2P1,17,poa,pratensis,8.75
PPL01,1,2002,31,N2P1,18,sorghastrum,nutans,11.25
PPL01,1,2002,31,N2P1,2,andropogon,gerardii,58.75
PPL01,1,2002,31,N2P1,21,sporobolus,asper,0.5
PPL01,1,2002,31,N2P1,3,andropogon,scoparius,61.25
PPL01,1,2002,31,N2P1,33,carex,heliophila,5.25
PPL01,1,2002,31,N2P1,34,carex,meadii,2.75
PPL01,1,2002,31,N2P1,4,bouteloua,curtipendula,7
PPL01,1,2002,31,N2P1,40,amorpha,canescens,1.25
PPL01,1,2002,31,N2P1,46,ambrosia,psilostachya,0.25
PPL01,1,2002,31,N2P1,58,aster,ericoides,8.5
PPL01,1,2002,31,N2P1,92,linum,sulcatum,1.25
PPL01,1,2002,32,N2P0,11,eragrostis,spectabilis,0.75
PPL01,1,2002,32,N2P0,120,ruellia,humilis,1.5
PPL01,1,2002,32,N2P0,123,senecio,plattensis,0.25
PPL01,1,2002,32,N2P0,128,solidago,missouriensis,2.5
PPL01,1,2002,32,N2P0,14,dichanthelium,oligosanthes,5.5
PPL01,1,2002,32,N2P0,16,dichanthelium,acuminatum,1.25
PPL01,1,2002,32,N2P0,17,poa,pratensis,2.75
PPL01,1,2002,32,N2P0,18,sorghastrum,nutans,32.5
PPL01,1,2002,32,N2P0,2,andropogon,gerardii,43.75
PPL01,1,2002,32,N2P0,21,sporobolus,asper,5.25
PPL01,1,2002,32,N2P0,3,andropogon,scoparius,50
PPL01,1,2002,32,N2P0,33,carex,heliophila,7
PPL01,1,2002,32,N2P0,34,carex,meadii,4
PPL01,1,2002,32,N2P0,4,bouteloua,curtipendula,18.75
PPL01,1,2002,32,N2P0,40,amorpha,canescens,4.5
PPL01,1,2002,32,N2P0,46,ambrosia,psilostachya,0.75
PPL01,1,2002,32,N2P0,49,antennaria,neglecta,0.5
PPL01,1,2002,32,N2P0,58,aster,ericoides,13.75
PPL01,1,2002,32,N2P0,86,kuhnia,eupatorioides,1.25
PPL01,1,2002,32,N2P0,92,linum,sulcatum,0.75
PPL01,1,2002,33,N1P0,102,oxalis,stricta,0.25
PPL01,1,2002,33,N1P0,11,eragrostis,spectabilis,2.75
PPL01,1,2002,33,N1P0,111,physalis,pumila,1.5
PPL01,1,2002,33,N1P0,120,ruellia,humilis,1
PPL01,1,2002,33,N1P0,121,salvia,azurea,0.5
PPL01,1,2002,33,N1P0,125,sisyrinchium,campestre,0.25
PPL01,1,2002,33,N1P0,128,solidago,missouriensis,2.25
PPL01,1,2002,33,N1P0,14,dichanthelium,oligosanthes,4.5
PPL01,1,2002,33,N1P0,17,poa,pratensis,2.75
PPL01,1,2002,33,N1P0,18,sorghastrum,nutans,23.75
PPL01,1,2002,33,N1P0,2,andropogon,gerardii,32.5
PPL01,1,2002,33,N1P0,21,sporobolus,asper,1.5
PPL01,1,2002,33,N1P0,23,sporobolus,heterolepis,3.75
PPL01,1,2002,33,N1P0,3,andropogon,scoparius,66.25
PPL01,1,2002,33,N1P0,33,carex,heliophila,10.75
PPL01,1,2002,33,N1P0,34,carex,meadii,1.25
PPL01,1,2002,33,N1P0,4,bouteloua,curtipendula,10.75
PPL01,1,2002,33,N1P0,40,amorpha,canescens,15
PPL01,1,2002,33,N1P0,46,ambrosia,psilostachya,5.5
PPL01,1,2002,33,N1P0,49,antennaria,neglecta,1.75
PPL01,1,2002,33,N1P0,55,asclepias,verticillata,0.75
PPL01,1,2002,33,N1P0,58,aster,ericoides,21.25
PPL01,1,2002,33,N1P0,92,linum,sulcatum,0.5
PPL01,1,2002,34,N1P0,106,dalea,candida,1
PPL01,1,2002,34,N1P0,111,physalis,pumila,0.75
PPL01,1,2002,34,N1P0,128,solidago,missouriensis,0.25
PPL01,1,2002,34,N1P0,137,triodanis,perfoliata,0.25
PPL01,1,2002,34,N1P0,14,dichanthelium,oligosanthes,0.5
PPL01,1,2002,34,N1P0,17,poa,pratensis,2.25
PPL01,1,2002,34,N1P0,18,sorghastrum,nutans,33.75
PPL01,1,2002,34,N1P0,2,andropogon,gerardii,45
PPL01,1,2002,34,N1P0,21,sporobolus,asper,0.5
PPL01,1,2002,34,N1P0,3,andropogon,scoparius,52.5
PPL01,1,2002,34,N1P0,33,carex,heliophila,4.75
PPL01,1,2002,34,N1P0,34,carex,meadii,13.25
PPL01,1,2002,34,N1P0,4,bouteloua,curtipendula,5.5
PPL01,1,2002,34,N1P0,40,amorpha,canescens,15.5
PPL01,1,2002,34,N1P0,46,ambrosia,psilostachya,0.25
PPL01,1,2002,34,N1P0,58,aster,ericoides,3.5
PPL01,1,2002,34,N1P0,65,baptisia,australis,1.25
PPL01,1,2002,35,N2P3,106,dalea,candida,1.5
PPL01,1,2002,35,N2P3,109,dalea,purpurea,2
PPL01,1,2002,35,N2P3,111,physalis,pumila,1.25
PPL01,1,2002,35,N2P3,12,koeleria,pyramidata,0.5
PPL01,1,2002,35,N2P3,120,ruellia,humilis,2.75
PPL01,1,2002,35,N2P3,137,triodanis,perfoliata,0.25
PPL01,1,2002,35,N2P3,14,dichanthelium,oligosanthes,4
PPL01,1,2002,35,N2P3,17,poa,pratensis,2
PPL01,1,2002,35,N2P3,18,sorghastrum,nutans,25
PPL01,1,2002,35,N2P3,2,andropogon,gerardii,56.25
PPL01,1,2002,35,N2P3,21,sporobolus,asper,2.5
PPL01,1,2002,35,N2P3,216,euphorbia,serpens,0.25
PPL01,1,2002,35,N2P3,3,andropogon,scoparius,41.25
PPL01,1,2002,35,N2P3,33,carex,heliophila,5.75
PPL01,1,2002,35,N2P3,34,carex,meadii,2.5
PPL01,1,2002,35,N2P3,4,bouteloua,curtipendula,8
PPL01,1,2002,35,N2P3,40,amorpha,canescens,8.75
PPL01,1,2002,35,N2P3,46,ambrosia,psilostachya,1
PPL01,1,2002,35,N2P3,55,asclepias,verticillata,0.75
PPL01,1,2002,35,N2P3,58,aster,ericoides,6.75
PPL01,1,2002,35,N2P3,79,euphorbia,spathulata,0.25
PPL01,1,2002,35,N2P3,92,linum,sulcatum,0.25
PPL01,1,2002,36,N1P2,106,dalea,candida,0.25
PPL01,1,2002,36,N1P2,11,eragrostis,spectabilis,0.75
PPL01,1,2002,36,N1P2,12,koeleria,pyramidata,1
PPL01,1,2002,36,N1P2,120,ruellia,humilis,0.75
PPL01,1,2002,36,N1P2,128,solidago,missouriensis,2.25
PPL01,1,2002,36,N1P2,13,muhlenbergia,cuspidata,0.25
PPL01,1,2002,36,N1P2,14,dichanthelium,oligosanthes,5.25
PPL01,1,2002,36,N1P2,140,vernonia,baldwinii,1.75
PPL01,1,2002,36,N1P2,17,poa,pratensis,2.5
PPL01,1,2002,36,N1P2,18,sorghastrum,nutans,13
PPL01,1,2002,36,N1P2,2,andropogon,gerardii,55
PPL01,1,2002,36,N1P2,21,sporobolus,asper,2.5
PPL01,1,2002,36,N1P2,3,andropogon,scoparius,67.5
PPL01,1,2002,36,N1P2,33,carex,heliophila,9
PPL01,1,2002,36,N1P2,34,carex,meadii,5.75
PPL01,1,2002,36,N1P2,4,bouteloua,curtipendula,8
PPL01,1,2002,36,N1P2,40,amorpha,canescens,1.25
PPL01,1,2002,36,N1P2,5,bouteloua,gracilis,0.25
PPL01,1,2002,36,N1P2,55,asclepias,verticillata,2
PPL01,1,2002,36,N1P2,58,aster,ericoides,8.75
PPL01,1,2002,36,N1P2,86,kuhnia,eupatorioides,0.5
PPL01,1,2002,37,N2P1,111,physalis,pumila,5.5
PPL01,1,2002,37,N2P1,137,triodanis,perfoliata,0.25
PPL01,1,2002,37,N2P1,14,dichanthelium,oligosanthes,3.75
PPL01,1,2002,37,N2P1,141,viola,rafinesquii,0.5
PPL01,1,2002,37,N2P1,147,viola,pedatifida,0.5
PPL01,1,2002,37,N2P1,17,poa,pratensis,5
PPL01,1,2002,37,N2P1,18,sorghastrum,nutans,21.25
PPL01,1,2002,37,N2P1,2,andropogon,gerardii,47.5
PPL01,1,2002,37,N2P1,21,sporobolus,asper,4.5
PPL01,1,2002,37,N2P1,3,andropogon,scoparius,16.25
PPL01,1,2002,37,N2P1,33,carex,heliophila,1.25
PPL01,1,2002,37,N2P1,34,carex,meadii,3.5
PPL01,1,2002,37,N2P1,4,bouteloua,curtipendula,3.25
PPL01,1,2002,37,N2P1,40,amorpha,canescens,1.25
PPL01,1,2002,37,N2P1,49,antennaria,neglecta,0.5
PPL01,1,2002,37,N2P1,55,asclepias,verticillata,0.5
PPL01,1,2002,37,N2P1,58,aster,ericoides,4
PPL01,1,2002,37,N2P1,60,aster,sericeus,3
PPL01,1,2002,37,N2P1,83,hieracium,longipilum,0.75
PPL01,1,2002,37,N2P1,92,linum,sulcatum,0.5
PPL01,1,2002,38,N2P0,120,ruellia,humilis,0.25
PPL01,1,2002,38,N2P0,125,sisyrinchium,campestre,0.25
PPL01,1,2002,38,N2P0,128,solidago,missouriensis,1.25
PPL01,1,2002,38,N2P0,14,dichanthelium,oligosanthes,5
PPL01,1,2002,38,N2P0,17,poa,pratensis,4.25
PPL01,1,2002,38,N2P0,18,sorghastrum,nutans,22.5
PPL01,1,2002,38,N2P0,2,andropogon,gerardii,27.5
PPL01,1,2002,38,N2P0,21,sporobolus,asper,3
PPL01,1,2002,38,N2P0,3,andropogon,scoparius,28.75
PPL01,1,2002,38,N2P0,34,carex,meadii,1.75
PPL01,1,2002,38,N2P0,4,bouteloua,curtipendula,1.75
PPL01,1,2002,38,N2P0,40,amorpha,canescens,26.75
PPL01,1,2002,38,N2P0,46,ambrosia,psilostachya,0.5
PPL01,1,2002,38,N2P0,58,aster,ericoides,6.25
PPL01,1,2002,38,N2P0,91,liatris,punctata,0.25
PPL01,1,2002,38,N2P0,92,linum,sulcatum,0.25
PPL01,1,2002,39,N2P0,12,koeleria,pyramidata,0.25
PPL01,1,2002,39,N2P0,120,ruellia,humilis,0.25
PPL01,1,2002,39,N2P0,128,solidago,missouriensis,2.75
PPL01,1,2002,39,N2P0,14,dichanthelium,oligosanthes,4.25
PPL01,1,2002,39,N2P0,17,poa,pratensis,5.75
PPL01,1,2002,39,N2P0,18,sorghastrum,nutans,8.75
PPL01,1,2002,39,N2P0,2,andropogon,gerardii,21.25
PPL01,1,2002,39,N2P0,21,sporobolus,asper,0.5
PPL01,1,2002,39,N2P0,23,sporobolus,heterolepis,14.5
PPL01,1,2002,39,N2P0,3,andropogon,scoparius,50
PPL01,1,2002,39,N2P0,33,carex,heliophila,1.25
PPL01,1,2002,39,N2P0,34,carex,meadii,1.25
PPL01,1,2002,39,N2P0,4,bouteloua,curtipendula,1.25
PPL01,1,2002,39,N2P0,40,amorpha,canescens,8.25
PPL01,1,2002,39,N2P0,46,ambrosia,psilostachya,0.25
PPL01,1,2002,39,N2P0,54,asclepias,stenophylla,0.25
PPL01,1,2002,39,N2P0,55,asclepias,verticillata,0.75
PPL01,1,2002,39,N2P0,56,asclepias,viridis,1.25
PPL01,1,2002,39,N2P0,58,aster,ericoides,6.75
PPL01,1,2002,39,N2P0,92,linum,sulcatum,0.25
PPL01,1,2002,40,N2P0,106,dalea,candida,0.25
PPL01,1,2002,40,N2P0,120,ruellia,humilis,0.75
PPL01,1,2002,40,N2P0,128,solidago,missouriensis,0.5
PPL01,1,2002,40,N2P0,132,spermolepis,inermis,0.25
PPL01,1,2002,40,N2P0,137,triodanis,perfoliata,0.5
PPL01,1,2002,40,N2P0,14,dichanthelium,oligosanthes,2.5
PPL01,1,2002,40,N2P0,141,viola,rafinesquii,0.25
PPL01,1,2002,40,N2P0,17,poa,pratensis,4
PPL01,1,2002,40,N2P0,18,sorghastrum,nutans,11.25
PPL01,1,2002,40,N2P0,2,andropogon,gerardii,53.75
PPL01,1,2002,40,N2P0,3,andropogon,scoparius,27
PPL01,1,2002,40,N2P0,33,carex,heliophila,1.75
PPL01,1,2002,40,N2P0,34,carex,meadii,1.5
PPL01,1,2002,40,N2P0,4,bouteloua,curtipendula,2.25
PPL01,1,2002,40,N2P0,40,amorpha,canescens,10
PPL01,1,2002,40,N2P0,44,achillea,millefolium,0.75
PPL01,1,2002,40,N2P0,46,ambrosia,psilostachya,2.25
PPL01,1,2002,40,N2P0,55,asclepias,verticillata,0.5
PPL01,1,2002,40,N2P0,58,aster,ericoides,2.5
PPL01,1,2002,40,N2P0,86,kuhnia,eupatorioides,0.75
PPL01,1,2002,40,N2P0,92,linum,sulcatum,0.5
PPL01,1,2002,41,N1P2,12,koeleria,pyramidata,1.75
PPL01,1,2002,41,N1P2,120,ruellia,humilis,0.5
PPL01,1,2002,41,N1P2,128,solidago,missouriensis,1.5
PPL01,1,2002,41,N1P2,14,dichanthelium,oligosanthes,3
PPL01,1,2002,41,N1P2,17,poa,pratensis,2.5
PPL01,1,2002,41,N1P2,18,sorghastrum,nutans,4.25
PPL01,1,2002,41,N1P2,2,andropogon,gerardii,35
PPL01,1,2002,41,N1P2,21,sporobolus,asper,3.75
PPL01,1,2002,41,N1P2,23,sporobolus,heterolepis,40
PPL01,1,2002,41,N1P2,3,andropogon,scoparius,13.75
PPL01,1,2002,41,N1P2,33,carex,heliophila,2
PPL01,1,2002,41,N1P2,34,carex,meadii,1.25
PPL01,1,2002,41,N1P2,4,bouteloua,curtipendula,1
PPL01,1,2002,41,N1P2,40,amorpha,canescens,7.5
PPL01,1,2002,41,N1P2,49,antennaria,neglecta,2.25
PPL01,1,2002,41,N1P2,55,asclepias,verticillata,0.5
PPL01,1,2002,41,N1P2,58,aster,ericoides,3.75
PPL01,1,2002,41,N1P2,59,aster,oblongifolius,8.5
PPL01,1,2002,41,N1P2,92,linum,sulcatum,0.25
PPL01,1,2002,42,N2P3,120,ruellia,humilis,1
PPL01,1,2002,42,N2P3,121,salvia,azurea,7.5
PPL01,1,2002,42,N2P3,128,solidago,missouriensis,0.5
PPL01,1,2002,42,N2P3,137,triodanis,perfoliata,0.5
PPL01,1,2002,42,N2P3,14,dichanthelium,oligosanthes,4.5
PPL01,1,2002,42,N2P3,17,poa,pratensis,2.5
PPL01,1,2002,42,N2P3,18,sorghastrum,nutans,3.25
PPL01,1,2002,42,N2P3,2,andropogon,gerardii,22.5
PPL01,1,2002,42,N2P3,21,sporobolus,asper,5.75
PPL01,1,2002,42,N2P3,3,andropogon,scoparius,68.75
PPL01,1,2002,42,N2P3,33,carex,heliophila,1.75
PPL01,1,2002,42,N2P3,34,carex,meadii,1
PPL01,1,2002,42,N2P3,4,bouteloua,curtipendula,2.5
PPL01,1,2002,42,N2P3,40,amorpha,canescens,2.5
PPL01,1,2002,42,N2P3,46,ambrosia,psilostachya,0.25
PPL01,1,2002,42,N2P3,55,asclepias,verticillata,0.5
PPL01,1,2002,42,N2P3,58,aster,ericoides,1.5
PPL01,1,2002,42,N2P3,66,baptisia,bracteata,1.75
PPL01,1,2002,42,N2P3,86,kuhnia,eupatorioides,0.5
PPL01,1,2002,42,N2P3,92,linum,sulcatum,0.25
PPL01,1,2002,43,N1P1,106,dalea,candida,3
PPL01,1,2002,43,N1P1,120,ruellia,humilis,0.25
PPL01,1,2002,43,N1P1,121,salvia,azurea,4
PPL01,1,2002,43,N1P1,128,solidago,missouriensis,0.5
PPL01,1,2002,43,N1P1,14,dichanthelium,oligosanthes,1.5
PPL01,1,2002,43,N1P1,17,poa,pratensis,4
PPL01,1,2002,43,N1P1,18,sorghastrum,nutans,9.5
PPL01,1,2002,43,N1P1,2,andropogon,gerardii,55
PPL01,1,2002,43,N1P1,21,sporobolus,asper,11.75
PPL01,1,2002,43,N1P1,3,andropogon,scoparius,15
PPL01,1,2002,43,N1P1,33,carex,heliophila,3.5
PPL01,1,2002,43,N1P1,34,carex,meadii,1.5
PPL01,1,2002,43,N1P1,4,bouteloua,curtipendula,6.25
PPL01,1,2002,43,N1P1,46,ambrosia,psilostachya,0.75
PPL01,1,2002,43,N1P1,55,asclepias,verticillata,0.5
PPL01,1,2002,43,N1P1,58,aster,ericoides,5.25
PPL01,1,2002,43,N1P1,86,kuhnia,eupatorioides,1.25
PPL01,1,2002,44,N2P2,102,oxalis,stricta,0.25
PPL01,1,2002,44,N2P2,11,eragrostis,spectabilis,2.5
PPL01,1,2002,44,N2P2,111,physalis,pumila,2.5
PPL01,1,2002,44,N2P2,120,ruellia,humilis,1
PPL01,1,2002,44,N2P2,123,senecio,plattensis,0.5
PPL01,1,2002,44,N2P2,128,solidago,missouriensis,0.75
PPL01,1,2002,44,N2P2,14,dichanthelium,oligosanthes,7
PPL01,1,2002,44,N2P2,17,poa,pratensis,2.75
PPL01,1,2002,44,N2P2,18,sorghastrum,nutans,50
PPL01,1,2002,44,N2P2,2,andropogon,gerardii,46.25
PPL01,1,2002,44,N2P2,21,sporobolus,asper,2.75
PPL01,1,2002,44,N2P2,3,andropogon,scoparius,47.5
PPL01,1,2002,44,N2P2,33,carex,heliophila,3.75
PPL01,1,2002,44,N2P2,34,carex,meadii,7
PPL01,1,2002,44,N2P2,4,bouteloua,curtipendula,5.5
PPL01,1,2002,44,N2P2,40,amorpha,canescens,9.5
PPL01,1,2002,44,N2P2,46,ambrosia,psilostachya,0.5
PPL01,1,2002,44,N2P2,55,asclepias,verticillata,0.75
PPL01,1,2002,44,N2P2,58,aster,ericoides,10
PPL01,1,2002,45,N2P1,106,dalea,candida,0.25
PPL01,1,2002,45,N2P1,121,salvia,azurea,0.25
PPL01,1,2002,45,N2P1,123,senecio,plattensis,0.5
PPL01,1,2002,45,N2P1,128,solidago,missouriensis,0.75
PPL01,1,2002,45,N2P1,14,dichanthelium,oligosanthes,1.75
PPL01,1,2002,45,N2P1,17,poa,pratensis,3
PPL01,1,2002,45,N2P1,18,sorghastrum,nutans,41.25
PPL01,1,2002,45,N2P1,2,andropogon,gerardii,25
PPL01,1,2002,45,N2P1,3,andropogon,scoparius,28.75
PPL01,1,2002,45,N2P1,33,carex,heliophila,2
PPL01,1,2002,45,N2P1,34,carex,meadii,0.75
PPL01,1,2002,45,N2P1,4,bouteloua,curtipendula,0.5
PPL01,1,2002,45,N2P1,40,amorpha,canescens,8
PPL01,1,2002,45,N2P1,49,antennaria,neglecta,0.5
PPL01,1,2002,45,N2P1,55,asclepias,verticillata,0.5
PPL01,1,2002,45,N2P1,58,aster,ericoides,9.5
PPL01,1,2002,45,N2P1,86,kuhnia,eupatorioides,1.25
PPL01,1,2002,45,N2P1,92,linum,sulcatum,0.5
PPL01,1,2002,46,N2P3,128,solidago,missouriensis,4.25
PPL01,1,2002,46,N2P3,137,triodanis,perfoliata,0.5
PPL01,1,2002,46,N2P3,14,dichanthelium,oligosanthes,5.5
PPL01,1,2002,46,N2P3,17,poa,pratensis,11.25
PPL01,1,2002,46,N2P3,18,sorghastrum,nutans,32.5
PPL01,1,2002,46,N2P3,2,andropogon,gerardii,17.5
PPL01,1,2002,46,N2P3,21,sporobolus,asper,2
PPL01,1,2002,46,N2P3,3,andropogon,scoparius,45
PPL01,1,2002,46,N2P3,33,carex,heliophila,2.5
PPL01,1,2002,46,N2P3,34,carex,meadii,1.5
PPL01,1,2002,46,N2P3,4,bouteloua,curtipendula,5
PPL01,1,2002,46,N2P3,40,amorpha,canescens,1.25
PPL01,1,2002,46,N2P3,58,aster,ericoides,7.5
PPL01,1,2002,47,N2P0,125,sisyrinchium,campestre,0.25
PPL01,1,2002,47,N2P0,14,dichanthelium,oligosanthes,7
PPL01,1,2002,47,N2P0,17,poa,pratensis,22.5
PPL01,1,2002,47,N2P0,18,sorghastrum,nutans,30
PPL01,1,2002,47,N2P0,2,andropogon,gerardii,38.75
PPL01,1,2002,47,N2P0,21,sporobolus,asper,2.75
PPL01,1,2002,47,N2P0,3,andropogon,scoparius,63.75
PPL01,1,2002,47,N2P0,33,carex,heliophila,10.75
PPL01,1,2002,47,N2P0,34,carex,meadii,6.5
PPL01,1,2002,47,N2P0,4,bouteloua,curtipendula,19.25
PPL01,1,2002,47,N2P0,40,amorpha,canescens,0.25
PPL01,1,2002,47,N2P0,49,antennaria,neglecta,0.5
PPL01,1,2002,47,N2P0,58,aster,ericoides,11.75
PPL01,1,2002,47,N2P0,86,kuhnia,eupatorioides,1.25
PPL01,1,2002,47,N2P0,92,linum,sulcatum,0.25
PPL01,1,2002,48,N1P0,11,eragrostis,spectabilis,0.5
PPL01,1,2002,48,N1P0,12,koeleria,pyramidata,0.5
PPL01,1,2002,48,N1P0,125,sisyrinchium,campestre,0.25
